"","X","videoId","views","comments","likes","dislikes","dateUploaded","thumbnailURL","videoTitle","channelId","channelName","subscribers","numViews","channelURL","videoURl","categories","numVideos","id"
"109",112,"d5Ma81TI_Ok",4071805,16297,199909,3501,"2014-04-05T04:33:39.000Z","https://i.ytimg.com/vi/d5Ma81TI_Ok/maxresdefault.jpg","Getting Ready: Theme Park Makeup & Outfits!","Macbarbie07","Bethany Mota",10523544,"973576038","www.youtube.com/user/Macbarbie07","https://www.youtube.com/watch?v=d5Ma81TI_Ok","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",474,"B"
"177",180,"mXHLzZ0pDYo",4364324,62531,211151,3213,"2014-05-25T02:00:01.000Z","https://i.ytimg.com/vi/mXHLzZ0pDYo/maxresdefault.jpg","Easy & Quick DIY  Choker Necklaces! + How I wear them","Macbarbie07","Bethany Mota",10523544,"973576038","www.youtube.com/user/Macbarbie07","https://www.youtube.com/watch?v=mXHLzZ0pDYo","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",474,"B"
"152",155,"c1B0KO_0Qtk",13631757,42693,335251,4902,"2014-07-14T12:42:40.000Z","https://i.ytimg.com/vi/c1B0KO_0Qtk/maxresdefault.jpg","Morning Routine: Summer 2014!","Macbarbie07","Bethany Mota",10523544,"973576038","www.youtube.com/user/Macbarbie07","https://www.youtube.com/watch?v=c1B0KO_0Qtk","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",474,"B"
"127",130,"rD_a95Dib9A",7685541,31692,252234,21367,"2014-10-13T22:08:33.000Z","https://i.ytimg.com/vi/rD_a95Dib9A/maxresdefault.jpg","Need You Right Now (Official Lyric Video)","Macbarbie07","Bethany Mota",10523544,"973576038","www.youtube.com/user/Macbarbie07","https://www.youtube.com/watch?v=rD_a95Dib9A","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",474,"B"
"110",113,"QMSzCgrEKN8",4056237,18408,180224,2978,"2015-01-28T07:11:52.000Z","https://i.ytimg.com/vi/QMSzCgrEKN8/maxresdefault.jpg","4 Healthy Treats for Valentine's Day!","Macbarbie07","Bethany Mota",10523544,"973576038","www.youtube.com/user/Macbarbie07","https://www.youtube.com/watch?v=QMSzCgrEKN8","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",474,"B"
"170",173,"A85OuE1Clk4",2858069,23684,137068,3990,"2015-03-21T15:53:07.000Z","https://i.ytimg.com/vi/A85OuE1Clk4/maxresdefault.jpg","CONFIDENCE  TRAVEL  & OTHER STUFF #AskBeth","Macbarbie07","Bethany Mota",10523544,"973576038","www.youtube.com/user/Macbarbie07","https://www.youtube.com/watch?v=A85OuE1Clk4","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",474,"B"
"134",137,"UcmMHuwKkPs",2779986,14755,157916,5997,"2015-07-25T22:58:54.000Z","https://i.ytimg.com/vi/UcmMHuwKkPs/maxresdefault.jpg","Road Trip!! DIY Snacks  Travel Essentials + Exciting News!!","Macbarbie07","Bethany Mota",10523544,"973576038","www.youtube.com/user/Macbarbie07","https://www.youtube.com/watch?v=UcmMHuwKkPs","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",474,"B"
"189",192,"vCdjYDm7cwo",3587448,22690,252463,4115,"2015-07-28T12:12:10.000Z","https://i.ytimg.com/vi/vCdjYDm7cwo/maxresdefault.jpg","Easy DIY Room Decorations inspired by Tumblr!","Macbarbie07","Bethany Mota",10523544,"973576038","www.youtube.com/user/Macbarbie07","https://www.youtube.com/watch?v=vCdjYDm7cwo","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",474,"B"
"124",127,"cdhgvXcE0WQ",5812774,24414,308425,5013,"2015-08-12T05:16:34.000Z","https://i.ytimg.com/vi/cdhgvXcE0WQ/maxresdefault.jpg","Back To School: Life Hacks & Easy tips!","Macbarbie07","Bethany Mota",10523544,"973576038","www.youtube.com/user/Macbarbie07","https://www.youtube.com/watch?v=cdhgvXcE0WQ","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",474,"B"
"164",167,"UOsZ8xOzT0w",2139308,11266,127925,1591,"2015-08-26T21:43:20.000Z","https://i.ytimg.com/vi/UOsZ8xOzT0w/maxresdefault.jpg","A Day In My Life + Road Trip Recap!","Macbarbie07","Bethany Mota",10523544,"973576038","www.youtube.com/user/Macbarbie07","https://www.youtube.com/watch?v=UOsZ8xOzT0w","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",474,"B"
"605",610,"hLC-SfgfHbk",1322798,6734,47632,726,"2015-10-20T23:53:39.000Z","https://i.ytimg.com/vi/hLC-SfgfHbk/maxresdefault.jpg","SEPHORA MAKEUP HAUL","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=hLC-SfgfHbk","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"649",657,"tHFUNSNNw0w",1099767,6898,48917,1652,"2015-10-26T01:44:29.000Z","https://i.ytimg.com/vi/tHFUNSNNw0w/maxresdefault.jpg","Glam Zombie | Rotting Face Makeup Tutorial","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=tHFUNSNNw0w","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"623",629,"goFR_oeTw2U",2782177,6278,68343,1126,"2015-11-02T01:28:18.000Z","https://i.ytimg.com/vi/goFR_oeTw2U/maxresdefault.jpg","In Depth Foundation Routine | Flawless Full Coverage","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=goFR_oeTw2U","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"655",663,"MmMq5-1ZnwI",1306793,7399,51878,748,"2015-11-09T03:47:28.000Z","https://i.ytimg.com/vi/MmMq5-1ZnwI/maxresdefault.jpg","OCTOBER FAVORITES | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=MmMq5-1ZnwI","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"626",632,"a271Po9lZ4w",1618993,7455,48180,2297,"2015-11-12T23:36:25.000Z","https://i.ytimg.com/vi/a271Po9lZ4w/maxresdefault.jpg","Skincare Routine 2015 | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=a271Po9lZ4w","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"618",623,"Bo_9aH7_KOM",2319517,9692,65108,840,"2015-11-19T00:34:02.000Z","https://i.ytimg.com/vi/Bo_9aH7_KOM/maxresdefault.jpg","My Go To Daytime Glam Makeup Look | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=Bo_9aH7_KOM","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"641",647,"u-Wb5bJnoFs",1097134,7250,49517,797,"2015-11-25T01:25:24.000Z","https://i.ytimg.com/vi/u-Wb5bJnoFs/maxresdefault.jpg","Thanksgiving | Fall 2015 Makeup Tutorial","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=u-Wb5bJnoFs","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"674",684,"oepBCXoZbzM",2434598,7754,55798,1132,"2015-12-15T04:25:27.000Z","https://i.ytimg.com/vi/oepBCXoZbzM/maxresdefault.jpg","My Favorite Morphe Brushes | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=oepBCXoZbzM","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"622",628,"B6rE3uA56pk",881648,5053,43133,1275,"2015-12-18T21:51:20.000Z","https://i.ytimg.com/vi/B6rE3uA56pk/maxresdefault.jpg","White & silver soft cut crease | Holiday Tutorial","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=B6rE3uA56pk","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"615",620,"OtMWweAoJ6E",1425808,7522,62109,609,"2015-12-24T17:27:16.000Z","https://i.ytimg.com/vi/OtMWweAoJ6E/maxresdefault.jpg","Easy Glam Holiday Makeup - Talk Through Tutorial","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=OtMWweAoJ6E","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"591",595,"w7ytaPmUb_g",1103668,9270,52319,598,"2015-12-29T01:10:57.000Z","https://i.ytimg.com/vi/w7ytaPmUb_g/maxresdefault.jpg","December Favorites | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=w7ytaPmUb_g","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"677",687,"oK_cgS9q7a8",1096188,4803,46833,602,"2015-12-31T19:23:18.000Z","https://i.ytimg.com/vi/oK_cgS9q7a8/maxresdefault.jpg","New Years Eve | Party Makeup Tutorial","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=oK_cgS9q7a8","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"662",671,"mXFuBgaztyY",1551137,10778,71148,1025,"2016-01-08T00:08:14.000Z","https://i.ytimg.com/vi/mXFuBgaztyY/maxresdefault.jpg","UPDATE + CHIT CHAT + GET READY WITH ME","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=mXFuBgaztyY","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"610",615,"WCyF4B9ntSQ",1686226,8601,63241,865,"2016-01-13T02:19:24.000Z","https://i.ytimg.com/vi/WCyF4B9ntSQ/maxresdefault.jpg","Best Of Beauty 2015 | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=WCyF4B9ntSQ","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"598",603,"vUclcB9XFDk",2086248,7734,83297,914,"2016-01-18T03:15:56.000Z","https://i.ytimg.com/vi/vUclcB9XFDk/maxresdefault.jpg","NO MIRROR MAKEUP CHALLENGE | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=vUclcB9XFDk","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"676",686,"txVqIGcvgPE",2563823,9894,91343,1022,"2016-01-27T23:37:46.000Z","https://i.ytimg.com/vi/txVqIGcvgPE/maxresdefault.jpg","Halo Smokey Eye | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=txVqIGcvgPE","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"667",676,"Y9yskev_4zo",1080228,7943,41254,714,"2016-02-02T01:34:03.000Z","https://i.ytimg.com/vi/Y9yskev_4zo/maxresdefault.jpg","JANUARY FAVORITES! | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=Y9yskev_4zo","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"594",599,"YgB8AA_HTrA",1180509,7211,48916,596,"2016-02-06T00:29:56.000Z","https://i.ytimg.com/vi/YgB8AA_HTrA/maxresdefault.jpg","CHATTY MAKEUP HAUL","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=YgB8AA_HTrA","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"606",611,"7YyPXodAF7E",1152815,4742,55771,670,"2016-02-13T18:51:48.000Z","https://i.ytimg.com/vi/7YyPXodAF7E/maxresdefault.jpg","Valentines Day Makeup look | Girly Glitter Glam","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=7YyPXodAF7E","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"621",626,"cynvzdJ9knw",1530650,7031,55730,1263,"2016-02-18T00:11:08.000Z","https://i.ytimg.com/vi/cynvzdJ9knw/maxresdefault.jpg","Everyday Easy Glam - No False Lashes","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=cynvzdJ9knw","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"604",609,"5yLaAsesumY",1311840,7097,49644,721,"2016-02-23T01:10:00.000Z","https://i.ytimg.com/vi/5yLaAsesumY/maxresdefault.jpg","My Favorite Single Eyeshadows | My Custom Z Palette","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=5yLaAsesumY","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"616",621,"_QNFwSV_8-w",1318706,9330,79971,1453,"2016-03-01T02:27:12.000Z","https://i.ytimg.com/vi/_QNFwSV_8-w/maxresdefault.jpg","Classic Smokey Eye Tutorial On My Friend | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=_QNFwSV_8-w","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"648",656,"HljQg5FJMx0",999289,5246,37104,853,"2016-03-05T20:31:48.000Z","https://i.ytimg.com/vi/HljQg5FJMx0/maxresdefault.jpg","CHATTY FABRUARY FAVORITES | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=HljQg5FJMx0","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"653",661,"wWbQrrNmC34",2387768,19072,96233,2131,"2016-03-14T01:14:26.000Z","https://i.ytimg.com/vi/wWbQrrNmC34/maxresdefault.jpg","Girl Talk - My Dysfunctional Relationship","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=wWbQrrNmC34","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"602",607,"g-_Ugj1OCz0",1286847,6114,54414,1013,"2016-03-20T18:07:50.000Z","https://i.ytimg.com/vi/g-_Ugj1OCz0/maxresdefault.jpg","Brown Glitter Smokey Eye & Brown Lips Tutorial | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=g-_Ugj1OCz0","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"589",593,"xPNiidMfSHk",1263344,7103,43940,965,"2016-04-03T19:53:08.000Z","https://i.ytimg.com/vi/xPNiidMfSHk/maxresdefault.jpg","MARCH FAVORITES | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=xPNiidMfSHk","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"661",670,"KVq6byrDM0c",885477,5365,43624,975,"2016-04-10T20:13:29.000Z","https://i.ytimg.com/vi/KVq6byrDM0c/maxresdefault.jpg","Aqua Eyes | Spring Trend Tutorial","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=KVq6byrDM0c","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"647",655,"5Xu8l7nGW_Y",927595,4801,46372,1070,"2016-04-24T23:05:26.000Z","https://i.ytimg.com/vi/5Xu8l7nGW_Y/maxresdefault.jpg","Colorful Eyeliner | Spring & Summer Makeup Tutorial","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=5Xu8l7nGW_Y","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"644",650,"7L2VOCwVem0",933981,11390,77623,898,"2016-05-02T02:42:58.000Z","https://i.ytimg.com/vi/7L2VOCwVem0/maxresdefault.jpg","WEEK OF FUN | BEYONCE & FRIENDS","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=7L2VOCwVem0","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"619",624,"__7KZwQ0JlY",2117445,11855,124397,2397,"2016-05-06T00:57:33.000Z","https://i.ytimg.com/vi/__7KZwQ0JlY/maxresdefault.jpg","WHATS IN MY MOUTH CHALLENGE WITH MY HUSBAND","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=__7KZwQ0JlY","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"666",675,"lTAChvJvMBA",1789750,7895,31364,512,"2016-05-10T00:32:14.000Z","https://i.ytimg.com/vi/lTAChvJvMBA/maxresdefault.jpg","Daytime Glam - Soft Smokey Cat Eye | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=lTAChvJvMBA","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"608",613,"XvH2ukztRzs",6555775,14213,177685,3162,"2016-05-16T00:15:38.000Z","https://i.ytimg.com/vi/XvH2ukztRzs/maxresdefault.jpg","How To - Contour | Blush | Highlight & Bake The Face","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=XvH2ukztRzs","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"603",608,"rtG2Y0G-a8g",1179975,11756,67546,1279,"2016-05-21T01:19:10.000Z","https://i.ytimg.com/vi/rtG2Y0G-a8g/maxresdefault.jpg","CHAMPAGNE COLLECTION CELEBRATION - NYC VLOG","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=rtG2Y0G-a8g","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"673",683,"vAYtyLZ8rsc",1307791,8513,59056,1121,"2016-06-15T00:21:14.000Z","https://i.ytimg.com/vi/vAYtyLZ8rsc/maxresdefault.jpg","My Go To Fierce Makeup Look | Jaclyn Hill","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=vAYtyLZ8rsc","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"595",600,"vWAsq-zJMJY",1742099,11746,74172,2065,"2016-06-22T03:18:18.000Z","https://i.ytimg.com/vi/vWAsq-zJMJY/maxresdefault.jpg","Highlighted & Bronzed - Minimal Makeup Tutorial","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=vWAsq-zJMJY","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"850",862,"6J8JDNlkrco",3668863,4471,106156,686,"2016-06-23T10:37:49.000Z","https://i.ytimg.com/vi/6J8JDNlkrco/maxresdefault.jpg","Reviewing Bad Apps 2","JennaMarbles","JennaMarbles",18078938,"2684485448","www.youtube.com/user/JennaMarbles","https://www.youtube.com/watch?v=6J8JDNlkrco","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",398,"B"
"678",688,"-gYnmUv4j-s",1564789,10631,70595,1455,"2016-06-27T03:46:04.000Z","https://i.ytimg.com/vi/-gYnmUv4j-s/maxresdefault.jpg","SEPHORA HAUL | JACLYN HILL","Jaclynhill1","Jaclyn Hill",5077383,"416572971","www.youtube.com/user/Jaclynhill1","https://www.youtube.com/watch?v=-gYnmUv4j-s","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",310,"B"
"422",426,"CDotdtFBTbk",2527,15,178,0,"2016-06-30T23:19:39.000Z","https://i.ytimg.com/vi/CDotdtFBTbk/maxresdefault.jpg","Happy Birthday to Julia's Babies!","farmsanctuary1","farmsanctuary",0,"6687950","www.youtube.com/user/farmsanctuary1","https://www.youtube.com/watch?v=CDotdtFBTbk","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",394,"B"
"936",948,"vmt_kRyBbQM",2897410,14245,104982,736,"2016-06-30T02:06:53.000Z","https://i.ytimg.com/vi/vmt_kRyBbQM/maxresdefault.jpg","Bad Habits","JennaMarbles","JennaMarbles",18078938,"2684485448","www.youtube.com/user/JennaMarbles","https://www.youtube.com/watch?v=vmt_kRyBbQM","Film & Animation; Autos & Vehicles; Music; Pets & Animals; Sports; Travel & Events; Gaming; People & Blogs; Comedy; Entertainment; News & Politics; Howto & Style; Education; Science & Technology; Nonprofits & Activism",398,"B"
