videoID,word,frequency
XQTxq_XdkcA,,15
XQTxq_XdkcA,live,1
XQTxq_XdkcA,with,3
XQTxq_XdkcA,disney,1
XQTxq_XdkcA,cool,2
XQTxq_XdkcA,get,2
XQTxq_XdkcA,matching,1
XQTxq_XdkcA,good,3
XQTxq_XdkcA,notifications,1
XQTxq_XdkcA,has,1
XQTxq_XdkcA,better,1
XQTxq_XdkcA,video,5
XQTxq_XdkcA,alexa,1
XQTxq_XdkcA,out,1
XQTxq_XdkcA,crazy,2
XQTxq_XdkcA,musically,1
XQTxq_XdkcA,your,14
XQTxq_XdkcA,who,2
XQTxq_XdkcA,neeeds,1
XQTxq_XdkcA,see,2
XQTxq_XdkcA,sud,1
XQTxq_XdkcA,toy,1
XQTxq_XdkcA,tree,1
XQTxq_XdkcA,de,1
XQTxq_XdkcA,getting,3
XQTxq_XdkcA,number,1
XQTxq_XdkcA,weird,1
XQTxq_XdkcA,hey,1
XQTxq_XdkcA,jack,1
XQTxq_XdkcA,but,2
XQTxq_XdkcA,vids,1
XQTxq_XdkcA,heck,1
XQTxq_XdkcA,lot,1
XQTxq_XdkcA,lele,1
XQTxq_XdkcA,it,3
XQTxq_XdkcA,talk,1
XQTxq_XdkcA,i'm,5
XQTxq_XdkcA,hide,1
XQTxq_XdkcA,intros,1
XQTxq_XdkcA,kisses,1
XQTxq_XdkcA,two,1
XQTxq_XdkcA,every,3
XQTxq_XdkcA,such,1
XQTxq_XdkcA,arika,1
XQTxq_XdkcA,paul,5
XQTxq_XdkcA,too,1
XQTxq_XdkcA,and,16
XQTxq_XdkcA,merch,1
XQTxq_XdkcA,if,3
XQTxq_XdkcA,didn't,1
XQTxq_XdkcA,kids,2
XQTxq_XdkcA,laugh,1
XQTxq_XdkcA,u,6
XQTxq_XdkcA,tatoos,1
XQTxq_XdkcA,taim,1
XQTxq_XdkcA,you,28
XQTxq_XdkcA,yo,1
XQTxq_XdkcA,15,1
XQTxq_XdkcA,lambo,2
XQTxq_XdkcA,nahnahhhhahahhh,1
XQTxq_XdkcA,about,1
XQTxq_XdkcA,luv,1
XQTxq_XdkcA,were,3
XQTxq_XdkcA,joseph,1
XQTxq_XdkcA,define,1
XQTxq_XdkcA,amazing,1
XQTxq_XdkcA,once,1
XQTxq_XdkcA,anyone,1
XQTxq_XdkcA,baby,1
XQTxq_XdkcA,sexy,1
XQTxq_XdkcA,company,1
XQTxq_XdkcA,whens,1
XQTxq_XdkcA,4\12\18,1
XQTxq_XdkcA,soooooooooooooooooooooooowe,1
XQTxq_XdkcA,card,1
XQTxq_XdkcA,got,4
XQTxq_XdkcA,bday,1
XQTxq_XdkcA,subscribe,1
XQTxq_XdkcA,eny,1
XQTxq_XdkcA,right,1
XQTxq_XdkcA,that,3
XQTxq_XdkcA,pauler,2
XQTxq_XdkcA,bitch,1
XQTxq_XdkcA,fish,3
XQTxq_XdkcA,pregnant,1
XQTxq_XdkcA,on,7
XQTxq_XdkcA,at,4
XQTxq_XdkcA,or,1
XQTxq_XdkcA,am,1
XQTxq_XdkcA,brat,1
XQTxq_XdkcA,made,1
XQTxq_XdkcA,cup's,1
XQTxq_XdkcA,are,7
XQTxq_XdkcA,birthday,9
XQTxq_XdkcA,kind,1
XQTxq_XdkcA,so,7
XQTxq_XdkcA,fan,1
XQTxq_XdkcA,name,5
XQTxq_XdkcA,happy,8
XQTxq_XdkcA,mister,1
XQTxq_XdkcA,lkke,1
XQTxq_XdkcA,6th,1
XQTxq_XdkcA,was,3
XQTxq_XdkcA,front,1
XQTxq_XdkcA,16,1
XQTxq_XdkcA,hi,3
XQTxq_XdkcA,elissa,1
XQTxq_XdkcA,in,10
XQTxq_XdkcA,knows,1
XQTxq_XdkcA,kiis,1
XQTxq_XdkcA,brith,1
XQTxq_XdkcA,part,1
XQTxq_XdkcA,cutest,2
XQTxq_XdkcA,his,2
XQTxq_XdkcA,guys,2
XQTxq_XdkcA,capricorn,2
XQTxq_XdkcA,gucciiii,1
XQTxq_XdkcA,mine,1
XQTxq_XdkcA,6,2
XQTxq_XdkcA,fakeing,1
XQTxq_XdkcA,dunk,2
XQTxq_XdkcA,going,1
XQTxq_XdkcA,took,1
XQTxq_XdkcA,have,11
XQTxq_XdkcA,rude,1
XQTxq_XdkcA,date,1
XQTxq_XdkcA,lmao,1
XQTxq_XdkcA,vide,1
XQTxq_XdkcA,wish,1
XQTxq_XdkcA,brooooooo,1
XQTxq_XdkcA,just,2
XQTxq_XdkcA,edit,1
XQTxq_XdkcA,nate,1
XQTxq_XdkcA,guy's,2
XQTxq_XdkcA,merge,1
XQTxq_XdkcA,subbed,1
XQTxq_XdkcA,sooo,1
XQTxq_XdkcA,misses,1
XQTxq_XdkcA,this,2
XQTxq_XdkcA,names,1
XQTxq_XdkcA,las,1
XQTxq_XdkcA,days,1
XQTxq_XdkcA,ofc,1
XQTxq_XdkcA,hates,1
XQTxq_XdkcA,awww,1
XQTxq_XdkcA,end,1
XQTxq_XdkcA,12th,1
XQTxq_XdkcA,ethens,1
XQTxq_XdkcA,that's,1
XQTxq_XdkcA,happen,1
XQTxq_XdkcA,than,1
XQTxq_XdkcA,wild,1
XQTxq_XdkcA,through,1
XQTxq_XdkcA,vegas,3
XQTxq_XdkcA,calais,1
XQTxq_XdkcA,wen,1
XQTxq_XdkcA,as,1
XQTxq_XdkcA,kissing,1
XQTxq_XdkcA,it's,2
XQTxq_XdkcA,teacher,1
XQTxq_XdkcA,jake:,1
XQTxq_XdkcA,goes,1
XQTxq_XdkcA,liver,1
XQTxq_XdkcA,married,1
XQTxq_XdkcA,money,1
XQTxq_XdkcA,manners,1
XQTxq_XdkcA,there,1
XQTxq_XdkcA,thingy,1
XQTxq_XdkcA,gooooddddd,1
XQTxq_XdkcA,2505495054,1
XQTxq_XdkcA,soooooo,1
XQTxq_XdkcA,what,6
XQTxq_XdkcA,kill,1
XQTxq_XdkcA,we,2
XQTxq_XdkcA,kissey,2
XQTxq_XdkcA,for,2
XQTxq_XdkcA,lol,1
XQTxq_XdkcA,somee,1
XQTxq_XdkcA,give,1
XQTxq_XdkcA,way,1
XQTxq_XdkcA,follow,1
XQTxq_XdkcA,uckg,1
XQTxq_XdkcA,baby's,1
XQTxq_XdkcA,vloges,1
XQTxq_XdkcA,an,2
XQTxq_XdkcA,23/01,1
XQTxq_XdkcA,f,2
XQTxq_XdkcA,raosted,1
XQTxq_XdkcA,hes,1
XQTxq_XdkcA,shouldve,1
XQTxq_XdkcA,iloveyou,1
XQTxq_XdkcA,go,2
XQTxq_XdkcA,49,1
XQTxq_XdkcA,turned,1
XQTxq_XdkcA,gosh,1
XQTxq_XdkcA,4,1
XQTxq_XdkcA,ringy,1
XQTxq_XdkcA,everyday,1
XQTxq_XdkcA,biggest,1
XQTxq_XdkcA,alexa:good,1
XQTxq_XdkcA,make,1
XQTxq_XdkcA,thing,1
XQTxq_XdkcA,kissssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,1
XQTxq_XdkcA,tweny,1
XQTxq_XdkcA,i've,1
XQTxq_XdkcA,can,3
XQTxq_XdkcA,the,15
XQTxq_XdkcA,joat,1
XQTxq_XdkcA,middle,2
XQTxq_XdkcA,hiiiii,1
XQTxq_XdkcA,never,1
XQTxq_XdkcA,l,1
XQTxq_XdkcA,2018,2
XQTxq_XdkcA,him,1
XQTxq_XdkcA,please,7
XQTxq_XdkcA,flippin,1
XQTxq_XdkcA,why,2
XQTxq_XdkcA,night,2
XQTxq_XdkcA,look,1
XQTxq_XdkcA,me:,1
XQTxq_XdkcA,cote,1
XQTxq_XdkcA,like,5
XQTxq_XdkcA,no,2
XQTxq_XdkcA,friend,2
XQTxq_XdkcA,couple,4
XQTxq_XdkcA,being,1
XQTxq_XdkcA,sitting,1
XQTxq_XdkcA,favorite,1
XQTxq_XdkcA,watch,1
XQTxq_XdkcA,funnyest,1
XQTxq_XdkcA,morning,2
XQTxq_XdkcA,her,4
XQTxq_XdkcA,post,1
XQTxq_XdkcA,all,2
XQTxq_XdkcA,tube,1
XQTxq_XdkcA,nathan,2
XQTxq_XdkcA,jerika,7
XQTxq_XdkcA,arabica,1
XQTxq_XdkcA,burthday,1
XQTxq_XdkcA,^_^,1
XQTxq_XdkcA,anty,1
XQTxq_XdkcA,is,23
XQTxq_XdkcA,damn,1
XQTxq_XdkcA,cute,11
XQTxq_XdkcA,dad,2
XQTxq_XdkcA,jake,21
XQTxq_XdkcA,them,1
XQTxq_XdkcA,most,1
XQTxq_XdkcA,chad,1
XQTxq_XdkcA,shout-out,1
XQTxq_XdkcA,tank,3
XQTxq_XdkcA,murch,2
XQTxq_XdkcA,im,3
XQTxq_XdkcA,subscribed,2
XQTxq_XdkcA,2509384688,1
XQTxq_XdkcA,cuz,1
XQTxq_XdkcA,its,1
XQTxq_XdkcA,best,1
XQTxq_XdkcA,wtf,1
XQTxq_XdkcA,yellers,1
XQTxq_XdkcA,a,21
XQTxq_XdkcA,love,7
XQTxq_XdkcA,throw,1
XQTxq_XdkcA,sex,2
XQTxq_XdkcA,sow,1
XQTxq_XdkcA,mean,2
XQTxq_XdkcA,dope,1
XQTxq_XdkcA,oh,2
XQTxq_XdkcA,bo,1
XQTxq_XdkcA,agree,1
XQTxq_XdkcA,lamborghini,2
XQTxq_XdkcA,sub,1
XQTxq_XdkcA,he,1
XQTxq_XdkcA,told,1
XQTxq_XdkcA,thank,1
XQTxq_XdkcA,also,1
XQTxq_XdkcA,don't,1
XQTxq_XdkcA,same,2
XQTxq_XdkcA,more,2
XQTxq_XdkcA,how,4
XQTxq_XdkcA,babbys,1
XQTxq_XdkcA,know,1
XQTxq_XdkcA,to,11
XQTxq_XdkcA,la,5
XQTxq_XdkcA,paulstell,1
XQTxq_XdkcA,coming,1
XQTxq_XdkcA,{\_/},1
XQTxq_XdkcA,of,7
XQTxq_XdkcA,do,4
XQTxq_XdkcA,hell,1
XQTxq_XdkcA,brother,5
XQTxq_XdkcA,cuter,1
XQTxq_XdkcA,ur,3
XQTxq_XdkcA,liked,2
XQTxq_XdkcA,squad,1
XQTxq_XdkcA,god,1
XQTxq_XdkcA,years,1
XQTxq_XdkcA,now,3
XQTxq_XdkcA,choking,1
XQTxq_XdkcA,scratch,1
XQTxq_XdkcA,tattoo,2
XQTxq_XdkcA,tat,1
XQTxq_XdkcA,savage,2
XQTxq_XdkcA,hole,1
XQTxq_XdkcA,much,1
XQTxq_XdkcA,kiss,36
XQTxq_XdkcA,call,1
XQTxq_XdkcA,xd,2
XQTxq_XdkcA,tesla,1
XQTxq_XdkcA,real,2
XQTxq_XdkcA,lololololololool,1
XQTxq_XdkcA,bye,1
XQTxq_XdkcA,day,6
XQTxq_XdkcA,you're,1
XQTxq_XdkcA,girlfriend,2
XQTxq_XdkcA,cume,1
XQTxq_XdkcA,old,2
XQTxq_XdkcA,stuff,2
XQTxq_XdkcA,cansuh,1
XQTxq_XdkcA,loves,2
XQTxq_XdkcA,hot,1
XQTxq_XdkcA,use,1
XQTxq_XdkcA,won't,1
XQTxq_XdkcA,plz,1
XQTxq_XdkcA,fix,1
XQTxq_XdkcA,berfday,1
XQTxq_XdkcA,goat,2
XQTxq_XdkcA,clickbait,1
XQTxq_XdkcA,i,29
XQTxq_XdkcA,bro,2
XQTxq_XdkcA,dude,2
XQTxq_XdkcA,lit,1
XQTxq_XdkcA,violet,1
XQTxq_XdkcA,some:-3,1
XQTxq_XdkcA,makee,1
XQTxq_XdkcA,pau,1
XQTxq_XdkcA,suscribed,1
XQTxq_XdkcA,ever,1
XQTxq_XdkcA,some,1
XQTxq_XdkcA,tessa,1
XQTxq_XdkcA,slapy,2
XQTxq_XdkcA,may,1
XQTxq_XdkcA,babe,1
XQTxq_XdkcA,gethey,1
XQTxq_XdkcA,cars,1
XQTxq_XdkcA,my,17
XQTxq_XdkcA,10,7
XQTxq_XdkcA,cause,1
XQTxq_XdkcA,earkia,1
XQTxq_XdkcA,team,7
XQTxq_XdkcA,ayyoooooooo,1
XQTxq_XdkcA,kisssssssss,1
XQTxq_XdkcA,me,2
XQTxq_XdkcA,they,1
XQTxq_XdkcA,ha,1
XQTxq_XdkcA,kid,1
XQTxq_XdkcA,21,2
XQTxq_XdkcA,life,2
XQTxq_XdkcA,january,2
XQTxq_XdkcA,paulers,2
XQTxq_XdkcA,balls,1
XQTxq_XdkcA,where,3
XQTxq_XdkcA,asking,1
XQTxq_XdkcA,sad,1
XQTxq_XdkcA,channel,3
XQTxq_XdkcA,erika,7
XQTxq_XdkcA,looks,1
XQTxq_XdkcA,school,3
6w54QUUFw54,,27
6w54QUUFw54,try,1
6w54QUUFw54,with,4
6w54QUUFw54,fuck,1
6w54QUUFw54,missed,1
6w54QUUFw54,why,4
6w54QUUFw54,cool,1
6w54QUUFw54,long,3
6w54QUUFw54,jkbccjknn,1
6w54QUUFw54,eirk,1
6w54QUUFw54,subbed,1
6w54QUUFw54,good,3
6w54QUUFw54,man,1
6w54QUUFw54,collaboration,1
6w54QUUFw54,has,1
6w54QUUFw54,mins,2
6w54QUUFw54,video,3
6w54QUUFw54,k,1
6w54QUUFw54,dif,1
6w54QUUFw54,pranking,1
6w54QUUFw54,cant,1
6w54QUUFw54,your,14
6w54QUUFw54,decber,4
6w54QUUFw54,violets,1
6w54QUUFw54,day,3
6w54QUUFw54,amazing,2
6w54QUUFw54,hungry,1
6w54QUUFw54,hey,2
6w54QUUFw54,awsome,1
6w54QUUFw54,fack,1
6w54QUUFw54,zone,1
6w54QUUFw54,dylan,1
6w54QUUFw54,but,3
6w54QUUFw54,friends,1
6w54QUUFw54,seconds,1
6w54QUUFw54,crying,1
6w54QUUFw54,9,1
6w54QUUFw54,uncle,4
6w54QUUFw54,yeah,2
6w54QUUFw54,it,11
6w54QUUFw54,time,4
6w54QUUFw54,i'm,2
6w54QUUFw54,noises,1
6w54QUUFw54,instincts,1
6w54QUUFw54,since,1
6w54QUUFw54,sky,1
6w54QUUFw54,job,1
6w54QUUFw54,colorado,1
6w54QUUFw54,tho,1
6w54QUUFw54,ryme,1
6w54QUUFw54,did,2
6w54QUUFw54,me:chicken,1
6w54QUUFw54,paul,4
6w54QUUFw54,problem,1
6w54QUUFw54,would,2
6w54QUUFw54,and,23
6w54QUUFw54,merch,3
6w54QUUFw54,if,2
6w54QUUFw54,pranks,1
6w54QUUFw54,views,1
6w54QUUFw54,gigi,1
6w54QUUFw54,shy,1
6w54QUUFw54,its,1
6w54QUUFw54,bin,1
6w54QUUFw54,kids,1
6w54QUUFw54,sleeping,2
6w54QUUFw54,thier,1
6w54QUUFw54,u,3
6w54QUUFw54,you,27
6w54QUUFw54,filipino,1
6w54QUUFw54,bad,1
6w54QUUFw54,about,3
6w54QUUFw54,dumbass,1
6w54QUUFw54,were,1
